"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","K","Alkalinity","Fe","waterT","lake_catch_ratio","mix_event","secchi_m","Zmax_m","Altitude","wetland","bare_rock"
"Tabellaria.flocculosa.mix_event+Zmax_m","mix_event+Zmax_m","s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",277.944449567571,287.144364654596,0.51342,NA,13,5,0,0,0.399,0.385,0,0,0,0,0,0,0,1,0,1,0,0,0
"Tabellaria.flocculosa.Fe+mix_event+Zmax_m","Fe+mix_event+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",279.427211892807,288.576314459489,0.51411,NA,17,7,1.483,1.432,0.19,0.188,0,0,0,0,1,0,0,1,0,1,0,0,0
"Tabellaria.flocculosa.K+mix_event+Zmax_m","K+mix_event+Zmax_m","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",279.779405346582,288.928507913264,0.50244,NA,17,7,1.835,1.784,0.159,0.158,0,0,1,0,0,0,0,1,0,1,0,0,0
"Tabellaria.flocculosa.Mg+mix_event+Zmax_m","Mg+mix_event+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",280.946480464297,290.095583030979,0.51432,NA,17,7,3.002,2.951,0.089,0.088,0,1,0,0,0,0,0,1,0,1,0,0,0
"Tabellaria.flocculosa.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",283.403945513476,291.726101692274,0.01292,NA,9.1,1,5.459,4.582,0.026,0.039,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tabellaria.flocculosa.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.002540751379,293.202455838404,0.23058,NA,13,3,6.058,6.058,0.019,0.019,1,0,0,0,0,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.secchi_m+Zmax_m","secchi_m+Zmax_m","s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.821956441777,294.021871528803,0.1584,NA,13,2,6.878,6.878,0.013,0.012,0,0,0,0,0,0,0,0,1,1,0,0,0
"Tabellaria.flocculosa.bare_rock+Ca","bare_rock+Ca","s(bare_rock, k = 5, bs = ""cr"") + s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.995587363351,294.195502450377,0.289,NA,13,2,7.051,7.051,0.012,0.011,1,0,0,0,0,0,0,0,0,0,0,0,1
"Tabellaria.flocculosa.K+secchi_m","K+secchi_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.199992405967,294.399907492992,0.25019,NA,13,2,7.256,7.256,0.011,0.01,0,0,1,0,0,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.384677766394,294.533780333076,0.23277,NA,17,5,7.44,7.389,0.01,0.01,1,0,0,0,1,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.390364956752,293.71252113555,0.1973,NA,9,0,7.446,6.568,0.01,0.014,0,0,0,0,0,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.lake_catch_ratio+Mg","lake_catch_ratio+Mg","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.417052801563,294.616967888589,0.01433,NA,13.1,3,7.473,7.473,0.01,0.009,0,1,0,0,0,0,1,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.994538067604,295.194453154629,0.19779,NA,13,2,8.05,8.05,0.007,0.007,0,0,0,0,1,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.Fe+secchi_m+Zmax_m","Fe+secchi_m+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",286.489852692428,295.63895525911,0.15861,NA,17,4,8.545,8.495,0.006,0.006,0,0,0,0,1,0,0,0,1,1,0,0,0
"Tabellaria.flocculosa.K+secchi_m+Zmax_m","K+secchi_m+Zmax_m","s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",286.505636153718,295.6547387204,0.19227,NA,17,4,8.561,8.51,0.006,0.005,0,0,1,0,0,0,0,0,1,1,0,0,0
"Tabellaria.flocculosa.Fe+K+secchi_m","Fe+K+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",286.616808411936,295.765910978618,0.25347,NA,17,4,8.672,8.622,0.005,0.005,0,0,1,0,1,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.Mg+secchi_m","Mg+secchi_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",287.463653121807,296.663568208832,0.19793,NA,13,2,9.519,9.519,0.003,0.003,0,1,0,0,0,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.bare_rock","bare_rock","s(bare_rock, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",287.513741060514,295.835897239312,0.2372,NA,9,0,9.569,8.692,0.003,0.005,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabellaria.flocculosa.K+Mg+secchi_m","K+Mg+secchi_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",287.860635845204,297.009738411886,0.26788,NA,17,4,9.916,9.865,0.003,0.003,0,1,1,0,0,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.Mg+secchi_m+Zmax_m","Mg+secchi_m+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",287.87373683049,297.022839397172,0.15916,NA,17,4,9.929,9.878,0.003,0.003,0,1,0,0,0,0,0,0,1,1,0,0,0
"Tabellaria.flocculosa.mix_event","mix_event","s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",288.228856483543,296.55101266234,0.53204,NA,9,4,10.284,9.407,0.002,0.003,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tabellaria.flocculosa.K+mix_event","K+mix_event","s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",288.392630149506,297.592545236532,0.54505,NA,13,6,10.448,10.448,0.002,0.002,0,0,1,0,0,0,0,1,0,0,0,0,0
"Tabellaria.flocculosa.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",288.539496574959,297.739411661985,0.5324,NA,13,6,10.595,10.595,0.002,0.002,0,0,0,0,1,0,0,1,0,0,0,0,0
"Tabellaria.flocculosa.bare_rock+Zmax_m","bare_rock+Zmax_m","s(bare_rock, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",288.753702121427,297.953617208453,0.17374,NA,13,4,10.809,10.809,0.002,0.002,0,0,0,0,0,0,0,0,0,1,0,0,1
"Tabellaria.flocculosa.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",288.871848407901,298.020950974583,0.19955,NA,17,4,10.927,10.877,0.002,0.002,0,1,0,0,1,0,0,0,1,0,0,0,0
"Tabellaria.flocculosa.wetland+Zmax_m","wetland+Zmax_m","s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",289.280247486128,298.480162573153,0.16197,NA,14.05,4,11.336,11.336,0.001,0.001,0,0,0,0,0,0,0,0,0,1,0,1,0
"Tabellaria.flocculosa.bare_rock+Mg","bare_rock+Mg","s(bare_rock, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",289.432537963574,298.632453050599,0.24004,NA,13,2,11.488,11.488,0.001,0.001,0,1,0,0,0,0,0,0,0,0,0,0,1
"Tabellaria.flocculosa.Fe+K+mix_event","Fe+K+mix_event","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",289.64065026983,298.789752836512,0.54507,NA,17,8,11.696,11.645,0.001,0.001,0,0,1,0,1,0,0,1,0,0,0,0,0
"Tabellaria.flocculosa.Mg+mix_event","Mg+mix_event","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",289.928121089615,299.12803617664,0.53204,NA,13,6,11.984,11.984,0.001,0.001,0,1,0,0,0,0,0,1,0,0,0,0,0
"Tabellaria.flocculosa.Fe+wetland+Zmax_m","Fe+wetland+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",290.769873187307,299.918975753989,0.16158,NA,18.05,6,12.825,12.775,0.001,0.001,0,0,0,0,1,0,0,0,0,1,0,1,0
"Tabellaria.flocculosa.K+Mg+mix_event","K+Mg+mix_event","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",290.778692878678,299.92779544536,0.54666,NA,17,8,12.834,12.783,0.001,0.001,0,1,1,0,0,0,0,1,0,0,0,0,0
"Tabellaria.flocculosa.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",291.033634250769,300.182736817451,0.53245,NA,17,8,13.089,13.038,0.001,0.001,0,1,0,0,1,0,0,1,0,0,0,0,0
"Tabellaria.flocculosa.bare_rock+Mg+Zmax_m","bare_rock+Mg+Zmax_m","s(bare_rock, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",291.629026626497,300.778129193178,0.17855,NA,17,6,13.685,13.634,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"Tabellaria.flocculosa.Mg+wetland+Zmax_m","Mg+wetland+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",291.96971327744,301.118815844121,0.15989,NA,18.02,6,14.025,13.974,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"Tabellaria.flocculosa.Altitude+Zmax_m","Altitude+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",295.887484652181,305.087399739207,0.00739,NA,13.01,2,17.943,17.943,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Tabellaria.flocculosa.Altitude","Altitude","s(Altitude, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",295.97398311713,304.296139295927,0.00807,NA,9.01,0,18.03,17.152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tabellaria.flocculosa.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",297.077294028464,306.277209115489,0.25982,NA,13,4,19.133,19.133,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Ca","Ca","s(Ca, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",297.214238050537,305.536394229335,0.24896,NA,9,2,19.27,18.392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Altitude+Mg","Altitude+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",297.55140098133,306.751316068356,0.0042,NA,13.02,2,19.607,19.607,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Tabellaria.flocculosa.Ca+wetland","Ca+wetland","s(Ca, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",297.833533944014,307.033449031039,0.29026,NA,13,2,19.889,19.889,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Tabellaria.flocculosa.Altitude+Mg+Zmax_m","Altitude+Mg+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",298.401069395032,307.550171961713,0.00431,NA,17.02,4,20.457,20.406,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"Tabellaria.flocculosa.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",298.623279854621,307.823194941646,0.25356,NA,13,4,20.679,20.679,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Ca+Fe+wetland","Ca+Fe+wetland","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",299.114084394367,308.263186961049,0.29242,NA,17,4,21.17,21.119,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Tabellaria.flocculosa.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",299.394994626035,308.544097192717,0.26434,NA,17,6,21.451,21.4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.wetland","wetland","s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",301.147983294618,309.470139473416,0.2269,NA,9,0,23.204,22.326,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tabellaria.flocculosa.Fe+wetland","Fe+wetland","s(Fe, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",301.494148893289,310.694063980315,0.22744,NA,13,2,23.55,23.55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Tabellaria.flocculosa.Mg+wetland","Mg+wetland","s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",302.695437464154,311.89535255118,0.21768,NA,13,2,24.751,24.751,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Tabellaria.flocculosa.K+Mg","K+Mg","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",302.712612924911,311.912528011936,0.34081,NA,13,6,24.768,24.768,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe+K+Mg","Fe+K+Mg","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",302.853316024701,312.002418591383,0.35292,NA,17,8,24.909,24.858,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe+K","Fe+K","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",303.274768564388,312.474683651413,0.30362,NA,13,6,25.33,25.33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.K","K","s(K, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",303.421848283292,311.74400446209,0.30209,NA,9,4,25.477,24.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe+Mg+wetland","Fe+Mg+wetland","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(wetland, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",304.127797221574,313.276899788255,0.31346,NA,17,6,26.183,26.133,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Tabellaria.flocculosa.K+Mg+Zmax_m","K+Mg+Zmax_m","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",304.546994487341,313.696097054023,0.34173,NA,17,7,26.603,26.552,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.K+Zmax_m","K+Zmax_m","s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",304.55004547133,313.749960558356,0.3019,NA,13,5,26.606,26.606,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.K+waterT","K+waterT","s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",304.691457294808,313.891372381833,0.3021,NA,13,6,26.747,26.747,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.K+Mg+waterT","K+Mg+waterT","s(K, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",304.840876927302,313.989979493984,0.34063,NA,17,7,26.896,26.846,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe+K+Zmax_m","Fe+K+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",305.192023927758,314.341126494439,0.30285,NA,17,7,27.248,27.197,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Fe+K+waterT","Fe+K+waterT","s(Fe, k = 5, bs = ""cr"") + s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",305.443947667199,314.593050233881,0.30364,NA,17,8,27.499,27.449,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.K+waterT+Zmax_m","K+waterT+Zmax_m","s(K, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",306.641261046571,315.790363613253,0.30173,NA,17,7,28.697,28.646,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Alkalinity","Alkalinity","s(Alkalinity, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",307.321002776693,315.643158955491,0.2154,NA,9,4,29.377,28.499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe","Fe","s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",307.408420930187,315.730577108985,0.19892,NA,9,4,29.464,28.586,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",307.789188283573,316.989103370599,0.2145,NA,13,6,29.845,29.845,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",308.133472581002,317.333387668028,0.21801,NA,13,6,30.189,30.189,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Mg","Mg","s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",308.201186885725,316.523343064523,0.21272,NA,9,4,30.257,29.379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.null","null","s(Latitude, Longitude, k = 5)",308.360238194024,315.03992958224,0.1989,NA,5,2,30.416,27.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",308.535244787525,317.73515987455,0.19908,NA,13,6,30.591,30.591,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Alkalinity+Zmax_m","Alkalinity+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",308.569500133459,317.769415220484,0.20302,NA,13,4,30.625,30.625,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Fe+Zmax_m","Fe+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",308.604397236447,317.804312323473,0.2006,NA,13,6,30.66,30.66,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.waterT","waterT","s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",308.74965704444,317.071813223237,0.19904,NA,9,4,30.805,29.927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Zmax_m","Zmax_m","s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",308.836331264471,317.158487443269,0.20068,NA,9,4,30.892,30.014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Mg+waterT","Mg+waterT","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",309.109088372211,318.309003459236,0.21153,NA,13,5,31.165,31.165,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.Mg+Zmax_m","Mg+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",309.441990052862,318.641905139887,0.21397,NA,13,6,31.498,31.498,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",309.556330336215,318.705432902897,0.2129,NA,17,7,31.612,31.561,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"Tabellaria.flocculosa.waterT+Zmax_m","waterT+Zmax_m","s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",309.84556348457,319.045478571596,0.20123,NA,13,6,31.901,31.901,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Fe+Mg+Zmax_m","Fe+Mg+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",309.851685532062,319.000788098744,0.21538,NA,17,7,31.907,31.856,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Alkalinity+waterT+Zmax_m","Alkalinity+waterT+Zmax_m","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",310.241928868168,319.39103143485,0.21631,NA,17,7,32.297,32.247,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Fe+waterT+Zmax_m","Fe+waterT+Zmax_m","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",310.502924975026,319.652027541708,0.20103,NA,17,7,32.558,32.508,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Tabellaria.flocculosa.Mg+waterT+Zmax_m","Mg+waterT+Zmax_m","s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",311.192867302451,320.341969869132,0.21425,NA,17,7,33.248,33.198,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ulnaria.delicatissima.Altitude+Zmax_m","Altitude+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",203.589496835572,212.789411922597,0.32023,NA,13,5,0,0,0.792,0.742,0,0,0,0,0,0,0,0,0,1,1,0,0
"Ulnaria.delicatissima.Altitude","Altitude","s(Altitude, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",207.937874230835,216.260030409633,0.57083,NA,9,3,4.348,3.471,0.09,0.131,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ulnaria.delicatissima.Altitude+Mg+Zmax_m","Altitude+Mg+Zmax_m","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Zmax_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",208.728951543777,217.878054110458,0.31951,NA,17,7,5.139,5.089,0.061,0.058,0,1,0,0,0,0,0,0,0,1,1,0,0
"Ulnaria.delicatissima.Altitude+Mg","Altitude+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",211.456592930813,220.656508017839,0.57026,NA,13,5,7.867,7.867,0.016,0.015,0,1,0,0,0,0,0,0,0,0,1,0,0
"Ulnaria.delicatissima.null","null","s(Latitude, Longitude, k = 5)",214.925767492607,221.605458880824,0.60608,NA,5,0,11.336,8.816,0.003,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
