"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Ca","Mg","SO4","Alkalinity","Si","Altitude","Fe","erosion_prop","secchi_m","lake_catch_ratio","mix_event","waterT"
"Tabellaria.fenestrata.Fe+Mg+secchi_m","Fe+Mg+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.73019461686,202.879297183542,0.53388,NA,17.01,5,6.114,6.941,0.004,0.003,0,1,0,0,0,0,1,0,1,0,0,0
"Tabellaria.fenestrata.Alkalinity+Si+waterT","Alkalinity+Si+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.876275039212,203.025377605894,0.40067,NA,17,4,6.26,7.087,0.004,0.003,0,0,0,1,1,0,0,0,0,0,0,1
"Tabellaria.fenestrata.Alkalinity+waterT","Alkalinity+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.881531680661,203.081446767687,0.38474,NA,13,4,6.265,7.143,0.004,0.003,0,0,0,1,0,0,0,0,0,0,0,1
"Tabellaria.fenestrata.Altitude+erosion_prop+Fe","Altitude+erosion_prop+Fe","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.969934971,203.119037537682,0.47451,NA,17.1,9,6.354,7.181,0.004,0.003,0,0,0,0,0,1,1,1,0,0,0,0
"Tabellaria.fenestrata.Fe+lake_catch_ratio+Si","Fe+lake_catch_ratio+Si","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",193.971264274232,203.120366840914,0.74437,NA,17.02,5,6.355,7.182,0.003,0.003,0,0,0,0,1,0,1,0,0,1,0,0
"Tabellaria.fenestrata.Mg+Si+waterT","Mg+Si+waterT","s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.08779750862,203.236900075302,0.3605,NA,17,2,6.472,7.299,0.003,0.003,0,1,0,0,1,0,0,0,0,0,0,1
"Tabellaria.fenestrata.erosion_prop+Fe+mix_event","erosion_prop+Fe+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.113104753336,203.262207320018,0.47253,NA,17.09,8,6.497,7.324,0.003,0.003,0,0,0,0,0,0,1,1,0,0,1,0
"Tabellaria.fenestrata.Mg+mix_event","Mg+mix_event","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.337616528664,203.537531615689,0.33878,NA,13,2,6.721,7.599,0.003,0.002,0,1,0,0,0,0,0,0,0,0,1,0
"Tabellaria.fenestrata.Mg+mix_event+Si","Mg+mix_event+Si","s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.373267576845,203.522370143526,0.35497,NA,17,2,6.757,7.584,0.003,0.002,0,1,0,0,1,0,0,0,0,0,1,0
"Tabellaria.fenestrata.Altitude+Fe","Altitude+Fe","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.50963118061,203.709546267635,0.40549,NA,13,6,6.893,7.771,0.003,0.002,0,0,0,0,0,1,1,0,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+SO4","erosion_prop+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.514841924141,203.714757011167,0.3312,NA,13,4,6.899,7.776,0.003,0.002,0,0,1,0,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.Ca+SO4","Ca+SO4","s(Ca, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.542425481107,203.742340568133,0.33885,NA,13,1,6.926,7.804,0.003,0.002,1,0,1,0,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Alkalinity+erosion_prop+Fe","Alkalinity+erosion_prop+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.771358789058,203.92046135574,0.45325,NA,17.11,8,7.155,7.982,0.002,0.002,0,0,0,1,0,0,1,1,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+Mg","erosion_prop+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.86948282335,204.069397910376,0.34054,NA,13,3,7.253,8.131,0.002,0.002,0,1,0,0,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.Ca+erosion_prop","Ca+erosion_prop","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.876928426456,204.076843513481,0.33206,NA,13,5,7.261,8.139,0.002,0.002,1,0,0,0,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+Fe+Mg","erosion_prop+Fe+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.88909386899,204.038196435672,0.4542,NA,17.13,6,7.273,8.1,0.002,0.002,0,1,0,0,0,0,1,1,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+mix_event","erosion_prop+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.909570394729,204.109485481754,0.3448,NA,13,5,7.293,8.171,0.002,0.002,0,0,0,0,0,0,0,1,0,0,1,0
"Tabellaria.fenestrata.erosion_prop+Fe+SO4","erosion_prop+Fe+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.964953574475,204.114056141157,0.43952,NA,17.12,7,7.349,8.176,0.002,0.002,0,0,1,0,0,0,1,1,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+Mg+secchi_m","erosion_prop+Mg+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",194.977949999275,204.127052565957,0.45135,NA,17,5,7.362,8.189,0.002,0.002,0,1,0,0,0,0,0,1,1,0,0,0
"Tabellaria.fenestrata.Fe+Mg+Si","Fe+Mg+Si","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.091511262828,204.240613829509,0.38322,NA,17.04,3,7.475,8.302,0.002,0.002,0,1,0,0,1,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Ca+waterT","Ca+waterT","s(Ca, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.127687159889,204.327602246915,0.34987,NA,13,4,7.512,8.389,0.002,0.002,1,0,0,0,0,0,0,0,0,0,0,1
"Tabellaria.fenestrata.erosion_prop+waterT","erosion_prop+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.175365893117,204.375280980142,0.34973,NA,13,5,7.559,8.437,0.002,0.002,0,0,0,0,0,0,0,1,0,0,0,1
"Tabellaria.fenestrata.Fe+mix_event","Fe+mix_event","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.250985153788,204.450900240814,0.38427,NA,13.01,5,7.635,8.513,0.002,0.001,0,0,0,0,0,0,1,0,0,0,1,0
"Tabellaria.fenestrata.Alkalinity+SO4","Alkalinity+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.280959839817,204.480874926842,0.33986,NA,13,3,7.665,8.543,0.002,0.001,0,0,1,1,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.Fe+mix_event+Si","Fe+mix_event+Si","s(Fe, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.327156223851,204.476258790532,0.40151,NA,17.06,5,7.711,8.538,0.002,0.001,0,0,0,0,1,0,1,0,0,0,1,0
"Tabellaria.fenestrata.Alkalinity+erosion_prop","Alkalinity+erosion_prop","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.333676976675,204.5335920637,0.35163,NA,13,5,7.717,8.595,0.002,0.001,0,0,0,1,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.Ca+Fe","Ca+Fe","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.373003358138,204.572918445164,0.37715,NA,13.01,3,7.757,8.635,0.002,0.001,1,0,0,0,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Mg+SO4","Mg+SO4","s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.386198944026,204.586114031051,0.3307,NA,13,1,7.77,8.648,0.002,0.001,0,1,1,0,0,0,0,0,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+Fe+waterT","erosion_prop+Fe+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.440103526115,204.589206092797,0.45723,NA,17.05,7,7.824,8.651,0.002,0.001,0,0,0,0,0,0,1,1,0,0,0,1
"Tabellaria.fenestrata.Ca+Fe+Si","Ca+Fe+Si","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.505162457734,204.654265024416,0.40149,NA,17.05,4,7.889,8.716,0.002,0.001,1,0,0,0,1,0,1,0,0,0,0,0
"Tabellaria.fenestrata.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.531198084422,203.85335426322,0.74102,NA,9.02,3,7.915,7.915,0.002,0.002,0,0,0,0,0,0,0,0,0,1,0,0
"Tabellaria.fenestrata.Fe+waterT","Fe+waterT","s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.580447735032,204.780362822057,0.38322,NA,13,5,7.964,8.842,0.002,0.001,0,0,0,0,0,0,1,0,0,0,0,1
"Tabellaria.fenestrata.Alkalinity+Fe+Si","Alkalinity+Fe+Si","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.590613874133,204.739716440815,0.39395,NA,17.04,5,7.974,8.801,0.002,0.001,0,0,0,1,1,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Fe+SO4","Fe+SO4","s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.755930701339,204.955845788365,0.35673,NA,13.01,4,8.14,9.018,0.001,0.001,0,0,1,0,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Ca+Si+waterT","Ca+Si+waterT","s(Ca, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",195.932541635536,205.081644202218,0.36342,NA,17,5,8.316,9.143,0.001,0.001,1,0,0,0,1,0,0,0,0,0,0,1
"Tabellaria.fenestrata.Alkalinity+Fe","Alkalinity+Fe","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",196.02117798063,205.221093067655,0.37458,NA,13,5,8.405,9.283,0.001,0.001,0,0,0,1,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Fe+Si+waterT","Fe+Si+waterT","s(Fe, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",196.028260615708,205.17736318239,0.40061,NA,17.05,5,8.412,9.239,0.001,0.001,0,0,0,0,1,0,1,0,0,0,0,1
"Tabellaria.fenestrata.lake_catch_ratio+Si","lake_catch_ratio+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",196.331093206121,205.531008293147,0.74897,NA,13.02,5,8.715,9.593,0.001,0.001,0,0,0,0,1,0,0,0,0,1,0,0
"Tabellaria.fenestrata.Fe+Mg","Fe+Mg","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",196.973990026107,206.173905113132,0.37237,NA,13,5,9.358,10.236,0.001,0.001,0,1,0,0,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.lake_catch_ratio+Mg+SO4","lake_catch_ratio+Mg+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",197.324089911849,206.473192478531,0.15919,NA,17.03,4,9.708,10.535,0.001,0.001,0,1,1,0,0,0,0,0,0,1,0,0
"Tabellaria.fenestrata.Fe+lake_catch_ratio+Mg","Fe+lake_catch_ratio+Mg","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",197.407133569513,206.556236136195,0.74727,NA,17.06,4,9.791,10.618,0.001,0.001,0,1,0,0,0,0,1,0,0,1,0,0
"Tabellaria.fenestrata.Altitude+erosion_prop+Mg","Altitude+erosion_prop+Mg","s(Altitude, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",197.585695625443,206.734798192125,0.38698,NA,17,6,9.97,10.796,0.001,0,0,1,0,0,0,1,0,1,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+Mg+waterT","erosion_prop+Mg+waterT","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",197.743110673708,206.89221324039,0.35129,NA,17,5,10.127,10.954,0.001,0,0,1,0,0,0,0,0,1,0,0,0,1
"Tabellaria.fenestrata.Fe+Mg+waterT","Fe+Mg+waterT","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",197.792851777676,206.941954344358,0.38487,NA,17,5,10.177,11.004,0.001,0,0,1,0,0,0,0,1,0,0,0,0,1
"Tabellaria.fenestrata.Fe+lake_catch_ratio+SO4","Fe+lake_catch_ratio+SO4","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.136791725014,207.285894291696,0.74462,NA,17.05,5,10.521,11.348,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"Tabellaria.fenestrata.Alkalinity+erosion_prop+waterT","Alkalinity+erosion_prop+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.369423657778,207.51852622446,0.38466,NA,17,7,10.753,11.58,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"Tabellaria.fenestrata.Ca+erosion_prop+SO4","Ca+erosion_prop+SO4","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.402650439176,207.551753005857,0.34071,NA,17,5,10.786,11.613,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.Altitude+Fe+Mg","Altitude+Fe+Mg","s(Altitude, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.476440956251,207.625543522933,0.40475,NA,17,6,10.86,11.687,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Tabellaria.fenestrata.Fe+Mg+mix_event","Fe+Mg+mix_event","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.528951524761,207.678054091442,0.39051,NA,17,5,10.913,11.74,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"Tabellaria.fenestrata.erosion_prop+Mg+mix_event","erosion_prop+Mg+mix_event","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(mix_event, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.708605657739,207.85770822442,0.34506,NA,17,5,11.092,11.919,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"Tabellaria.fenestrata.Alkalinity+Fe+waterT","Alkalinity+Fe+waterT","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.924701356044,208.073803922726,0.40082,NA,17,7,11.309,12.135,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"Tabellaria.fenestrata.Alkalinity+erosion_prop+SO4","Alkalinity+erosion_prop+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",198.995593690715,208.144696257396,0.34281,NA,17,6,11.379,12.206,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.Ca+Fe+SO4","Ca+Fe+SO4","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",199.243609306402,208.392711873084,0.3709,NA,17.01,4,11.627,12.454,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Ca+erosion_prop+waterT","Ca+erosion_prop+waterT","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",199.310418315338,208.45952088202,0.34475,NA,17,7,11.694,12.521,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Tabellaria.fenestrata.erosion_prop+Mg+SO4","erosion_prop+Mg+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",199.327094919541,208.476197486222,0.33625,NA,17,4,11.711,12.538,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+lake_catch_ratio","erosion_prop+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",199.451704826936,208.651619913962,0.73946,NA,13.02,5,11.836,12.713,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Tabellaria.fenestrata.Ca+Fe+waterT","Ca+Fe+waterT","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(waterT, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",199.723644112999,208.872746679681,0.39407,NA,17.01,6,12.107,12.934,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Tabellaria.fenestrata.Fe+Mg+SO4","Fe+Mg+SO4","s(Fe, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",200.176815574616,209.325918141298,0.36604,NA,17.01,4,12.561,13.388,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.Alkalinity+Fe+SO4","Alkalinity+Fe+SO4","s(Alkalinity, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",200.221518227647,209.370620794329,0.35979,NA,17.01,6,12.605,13.432,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Tabellaria.fenestrata.erosion_prop+lake_catch_ratio+SO4","erosion_prop+lake_catch_ratio+SO4","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",201.960466980236,211.109569546918,0.72587,NA,17.01,6,14.344,15.171,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"Tabellaria.fenestrata.erosion_prop+lake_catch_ratio+Mg","erosion_prop+lake_catch_ratio+Mg","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",202.856857289891,212.005959856573,0.73611,NA,17.01,5,15.241,16.068,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"Tabellaria.flocculosa.erosion_prop+secchi_m","erosion_prop+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",279.92510783327,289.125022920295,0.10744,NA,13,2,0,0,0.249,0.237,0,0,0,0,0,0,0,1,1,0,0,0
"Tabellaria.flocculosa.Ca+erosion_prop+secchi_m","Ca+erosion_prop+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(erosion_prop, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",280.383877686795,289.532980253476,0.1284,NA,17,5,0.459,0.408,0.198,0.194,1,0,0,0,0,0,0,1,1,0,0,0
"Tabellaria.flocculosa.erosion_prop+Mg+secchi_m","erosion_prop+Mg+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Mg, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",282.684580599631,291.833683166313,0.0998,NA,17,4,2.759,2.709,0.063,0.061,0,1,0,0,0,0,0,1,1,0,0,0
"Tabellaria.flocculosa.lake_catch_ratio+Si","lake_catch_ratio+Si","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",283.163190329289,292.363105416314,0.0197,NA,13.16,4,3.238,3.238,0.049,0.047,0,0,0,0,1,0,0,0,0,1,0,0
"Tabellaria.flocculosa.lake_catch_ratio","lake_catch_ratio","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",283.403945513476,291.726101692274,0.01292,NA,9.1,1,3.479,2.601,0.044,0.065,0,0,0,0,0,0,0,0,0,1,0,0
"Tabellaria.flocculosa.erosion_prop+lake_catch_ratio","erosion_prop+lake_catch_ratio","s(erosion_prop, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",283.814146473177,293.014061560202,9e-05,NA,13.15,5,3.889,3.889,0.036,0.034,0,0,0,0,0,0,0,1,0,1,0,0
"Tabellaria.flocculosa.Ca+secchi_m","Ca+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.002540751379,293.202455838404,0.23058,NA,13,3,4.077,4.077,0.032,0.031,1,0,0,0,0,0,0,0,1,0,0,0
"Tabellaria.flocculosa.erosion_prop+Fe+secchi_m","erosion_prop+Fe+secchi_m","s(erosion_prop, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.010447957663,293.159550524344,0.25187,NA,17.03,3,4.085,4.035,0.032,0.032,0,0,0,0,0,0,1,1,1,0,0,0
"Tabellaria.flocculosa.Ca+secchi_m+Si","Ca+secchi_m+Si","s(Ca, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.533671484501,293.682774051183,0.22366,NA,17,5,4.609,4.558,0.025,0.024,1,0,0,0,1,0,0,0,1,0,0,0
"Tabellaria.flocculosa.lake_catch_ratio+SO4","lake_catch_ratio+SO4","s(lake_catch_ratio, k = 5, bs = ""cr"") + s(SO4, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.738898239925,293.938813326951,0.01504,NA,13.11,2,4.814,4.814,0.022,0.021,0,0,1,0,0,0,0,0,0,1,0,0
"Tabellaria.flocculosa.Fe+lake_catch_ratio","Fe+lake_catch_ratio","s(Fe, k = 5, bs = ""cr"") + s(lake_catch_ratio, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.763941806304,293.963856893329,0.0073,NA,13.09,4,4.839,4.839,0.022,0.021,0,0,0,0,0,0,1,0,0,1,0,0
"Tabellaria.flocculosa.Ca+Fe+secchi_m","Ca+Fe+secchi_m","s(Ca, k = 5, bs = ""cr"") + s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",284.918950132828,294.06805269951,0.22604,NA,17.01,6,4.994,4.943,0.02,0.02,1,0,0,0,0,0,1,0,1,0,0,0
"Tabellaria.flocculosa.Fe+secchi_m","Fe+secchi_m","s(Fe, k = 5, bs = ""cr"") + s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.03678997496,294.236705061985,0.19932,NA,13.02,3,5.112,5.112,0.019,0.018,0,0,0,0,0,0,1,0,1,0,0,0
"Tabellaria.flocculosa.secchi_m+Si","secchi_m+Si","s(secchi_m, k = 5, bs = ""cr"") + s(Si, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.160836682491,294.360751769516,0.18814,NA,13,2,5.236,5.236,0.018,0.017,0,0,0,0,1,0,0,0,1,0,0,0
"Tabellaria.flocculosa.secchi_m","secchi_m","s(secchi_m, k = 5, bs = ""cr"") + s(Latitude, Longitude, k = 5)",285.390364956752,293.71252113555,0.1973,NA,9,0,5.465,4.587,0.016,0.024,0,0,0,0,0,0,0,0,1,0,0,0
